seed,beta_name,repeat,row_sha256,canonical_log_sha256,episode_log_rows,episode_log,status,success,m4_terminal,m4_interventions,policy_steps,initial_goal_distance_m,final_goal_distance_m,progress_m,decision_time_s,energy_abs_j,energy_bracket_time_s,roll_rms_rad,pitch_rms_rad,max_abs_roll_rad,max_abs_pitch_rad,mean_applied_vx_mps,mean_abs_applied_yaw_rps,mean_applied_height_m,mean_applied_clearance_m,mean_action_vx_norm,mean_abs_action_yaw_norm,mean_action_height_norm
13,lm100_ls000_le000,0,2409b44ea5ee148d3fbe1c12a073d35f5f7c8dfeff31d2918ffa26ae699b3d19,c2cdb5ea6f6d24f4f652384df0ea99bfc25852c9db990c3f3184e7b5246549e1,43,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm100_ls000_le000/repeat_0/episode_0000.jsonl,success,True,False,0,37,1.7958343135450314,0.12380844198204595,1.6720258715629854,7.4,247.89785759817238,7.4,0.008121959055986791,0.12791446638144285,0.01729239709675312,0.19180601835250854,0.21415727368077717,0.008491973723662465,0.29815106853288975,0.060000000000000005,0.07078636840388582,0.021229934309156158,-0.030815524451837346
13,lm100_ls000_le000,1,2409b44ea5ee148d3fbe1c12a073d35f5f7c8dfeff31d2918ffa26ae699b3d19,c2cdb5ea6f6d24f4f652384df0ea99bfc25852c9db990c3f3184e7b5246549e1,43,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm100_ls000_le000/repeat_1/episode_0000.jsonl,success,True,False,0,37,1.7958343135450314,0.12380844198204595,1.6720258715629854,7.4,247.89785759817238,7.4,0.008121959055986791,0.12791446638144285,0.01729239709675312,0.19180601835250854,0.21415727368077717,0.008491973723662465,0.29815106853288975,0.060000000000000005,0.07078636840388582,0.021229934309156158,-0.030815524451837346
13,lm100_ls000_le000,2,2409b44ea5ee148d3fbe1c12a073d35f5f7c8dfeff31d2918ffa26ae699b3d19,c2cdb5ea6f6d24f4f652384df0ea99bfc25852c9db990c3f3184e7b5246549e1,43,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm100_ls000_le000/repeat_2/episode_0000.jsonl,success,True,False,0,37,1.7958343135450314,0.12380844198204595,1.6720258715629854,7.4,247.89785759817238,7.4,0.008121959055986791,0.12791446638144285,0.01729239709675312,0.19180601835250854,0.21415727368077717,0.008491973723662465,0.29815106853288975,0.060000000000000005,0.07078636840388582,0.021229934309156158,-0.030815524451837346
13,lm000_ls100_le000,0,c8375fbd2331b7a2107daa5f6244cc106e2cdd11b8984e7566803c198d97e3cd,4dc54c58827d84d11dee97ab4549a332cd6971e2fdd4b03f7ceb62815cdccfb4,43,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm000_ls100_le000/repeat_0/episode_0000.jsonl,success,True,False,0,37,1.7958343135450314,0.13260382076858696,1.6632304927764445,7.4,245.66352497530187,7.4,0.008457390033454608,0.12590536020232446,0.019210057333111763,0.19136598706245422,0.21353602413390135,0.007126406041552894,0.2978981623758335,0.060000000000000005,0.0676801206695067,0.01781601510388223,-0.035030627069441045
13,lm000_ls100_le000,1,c8375fbd2331b7a2107daa5f6244cc106e2cdd11b8984e7566803c198d97e3cd,4dc54c58827d84d11dee97ab4549a332cd6971e2fdd4b03f7ceb62815cdccfb4,43,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm000_ls100_le000/repeat_1/episode_0000.jsonl,success,True,False,0,37,1.7958343135450314,0.13260382076858696,1.6632304927764445,7.4,245.66352497530187,7.4,0.008457390033454608,0.12590536020232446,0.019210057333111763,0.19136598706245422,0.21353602413390135,0.007126406041552894,0.2978981623758335,0.060000000000000005,0.0676801206695067,0.01781601510388223,-0.035030627069441045
13,lm000_ls100_le000,2,c8375fbd2331b7a2107daa5f6244cc106e2cdd11b8984e7566803c198d97e3cd,4dc54c58827d84d11dee97ab4549a332cd6971e2fdd4b03f7ceb62815cdccfb4,43,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm000_ls100_le000/repeat_2/episode_0000.jsonl,success,True,False,0,37,1.7958343135450314,0.13260382076858696,1.6632304927764445,7.4,245.66352497530187,7.4,0.008457390033454608,0.12590536020232446,0.019210057333111763,0.19136598706245422,0.21353602413390135,0.007126406041552894,0.2978981623758335,0.060000000000000005,0.0676801206695067,0.01781601510388223,-0.035030627069441045
13,lm000_ls000_le100,0,71d12b60c40fbdbdca545371d2b9db76be928f79a57c40caab0d43a145959ce5,cd04639b4cb531c6cac52d55ddf11b884ea2cf5546d67eb2961d17d9f5d601b0,44,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm000_ls000_le100/repeat_0/episode_0000.jsonl,success,True,False,0,38,1.7958343135450314,0.11852057196992125,1.6773137415751103,7.6,245.40458243381272,7.6,0.0074459822470453645,0.12655218084708925,0.016334522515535355,0.18614420294761658,0.2092744291416909,0.010912916495611791,0.2992561742434688,0.060000000000000005,0.046372145708454285,0.027282291239029484,-0.012395643046291201
13,lm000_ls000_le100,1,71d12b60c40fbdbdca545371d2b9db76be928f79a57c40caab0d43a145959ce5,cd04639b4cb531c6cac52d55ddf11b884ea2cf5546d67eb2961d17d9f5d601b0,44,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm000_ls000_le100/repeat_1/episode_0000.jsonl,success,True,False,0,38,1.7958343135450314,0.11852057196992125,1.6773137415751103,7.6,245.40458243381272,7.6,0.0074459822470453645,0.12655218084708925,0.016334522515535355,0.18614420294761658,0.2092744291416909,0.010912916495611791,0.2992561742434688,0.060000000000000005,0.046372145708454285,0.027282291239029484,-0.012395643046291201
13,lm000_ls000_le100,2,71d12b60c40fbdbdca545371d2b9db76be928f79a57c40caab0d43a145959ce5,cd04639b4cb531c6cac52d55ddf11b884ea2cf5546d67eb2961d17d9f5d601b0,44,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm000_ls000_le100/repeat_2/episode_0000.jsonl,success,True,False,0,38,1.7958343135450314,0.11852057196992125,1.6773137415751103,7.6,245.40458243381272,7.6,0.0074459822470453645,0.12655218084708925,0.016334522515535355,0.18614420294761658,0.2092744291416909,0.010912916495611791,0.2992561742434688,0.060000000000000005,0.046372145708454285,0.027282291239029484,-0.012395643046291201
13,lm040_ls040_le020,0,4f5124547b203f3dca06ee79a413f5d3a5d4a687281a59b4379b52ab0f409c96,9223addfc15972695106c15fdaab220cfd684b3457420ef6281f638085d3a589,43,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm040_ls040_le020/repeat_0/episode_0000.jsonl,success,True,False,0,37,1.7958343135450314,0.12822710855954533,1.6676072049854862,7.4,246.97264221707587,7.4,0.00810499207201523,0.12852418960392997,0.016895214095711708,0.1918470710515976,0.2129288526000203,0.008475033536779922,0.29827879380082356,0.060000000000000005,0.06464426300010166,0.0211875838419498,-0.02868676998627347
13,lm040_ls040_le020,1,4f5124547b203f3dca06ee79a413f5d3a5d4a687281a59b4379b52ab0f409c96,9223addfc15972695106c15fdaab220cfd684b3457420ef6281f638085d3a589,43,results/icra27/os_t6p5a_exact_repeat_determinism_v0/env_logs/seed_13/lm040_ls040_le020/repeat_1/episode_0000.jsonl,success,True,False,0,37,1.7958343135450314,0.12822710855954533,1.6676072049854862,7.4,246.97264221707587,7.4,0.00810499207201523,0.12852418960392997,0.016895214095711708,0.1918470710515976,0.2129288526000203,0.008475033536779922,0.29827879380082356,0.060000000000000005,0.06464426300010166,0.0211875838419498,-0.02868676998627347
